,geometry,weight,time
71,"LINESTRING (127.31948266666667 36.33221433333333, 127.318038 36.337985)",1,2019-11-1 07:00:00
72,"LINESTRING (127.318038 36.337985, 127.319125 36.3421345)",1,2019-11-1 07:00:00
73,"LINESTRING (127.33539812 36.3644156, 127.34041477272726 36.3610885)",2,2019-11-1 07:00:00
74,"LINESTRING (127.32916458823529 36.367076058823535, 127.33894327272728 36.36509396969698)",1,2019-11-1 07:00:00
75,"LINESTRING (127.34810999999999 36.327483, 127.35019059999999 36.3320996)",2,2019-11-1 07:00:00
76,"LINESTRING (127.35019059999999 36.3320996, 127.349595 36.337186)",1,2019-11-1 07:00:00
77,"LINESTRING (127.349595 36.337186, 127.34549566666668 36.34076883333333)",1,2019-11-1 07:00:00
78,"LINESTRING (127.34549566666668 36.34076883333333, 127.345517 36.346041)",2,2019-11-1 07:00:00
79,"LINESTRING (127.345517 36.346041, 127.34955322222224 36.350934555555554)",1,2019-11-1 07:00:00
80,"LINESTRING (127.34500906779664 36.36077184745764, 127.34291871428572 36.35501214285715)",1,2019-11-1 07:00:00
81,"LINESTRING (127.34973316216214 36.35841594594594, 127.35761715909094 36.35957777272727)",2,2019-11-1 07:00:00
82,"LINESTRING (127.35761715909094 36.35957777272727, 127.34973316216214 36.35841594594594)",1,2019-11-1 07:00:00
83,"LINESTRING (127.36977447619046 36.357563571428564, 127.369500047619 36.35110085714285)",1,2019-11-1 07:00:00
84,"LINESTRING (127.36977447619046 36.357563571428564, 127.36942370000001 36.344333000000006)",1,2019-11-1 07:00:00
85,"LINESTRING (127.34500906779664 36.36077184745764, 127.345703 36.3678)",1,2019-11-1 07:00:00
86,"LINESTRING (127.345703 36.3678, 127.33409950000001 36.3437385)",1,2019-11-1 07:00:00
87,"LINESTRING (127.33409950000001 36.3437385, 127.33846250000003 36.34562091666666)",1,2019-11-1 07:00:00
88,"LINESTRING (127.33846250000003 36.34562091666666, 127.345517 36.346041)",1,2019-11-1 07:00:00
89,"LINESTRING (127.345517 36.346041, 127.34549566666668 36.34076883333333)",1,2019-11-1 07:00:00
90,"LINESTRING (127.34549566666668 36.34076883333333, 127.337463 36.338248500000006)",1,2019-11-1 07:00:00
91,"LINESTRING (127.33846250000003 36.34562091666666, 127.34549566666668 36.34076883333333)",1,2019-11-1 07:00:00
92,"LINESTRING (127.345517 36.346041, 127.33846250000003 36.34562091666666)",1,2019-11-1 07:00:00
93,"LINESTRING (127.340526 36.350783, 127.34291871428572 36.35501214285715)",1,2019-11-1 07:00:00
94,"LINESTRING (127.34500906779664 36.36077184745764, 127.33894327272728 36.36509396969698)",2,2019-11-1 07:00:00
95,"LINESTRING (127.33894327272728 36.36509396969698, 127.34500906779664 36.36077184745764)",2,2019-11-1 07:00:00
96,"LINESTRING (127.34500906779664 36.36077184745764, 127.34030800000001 36.355257)",1,2019-11-1 07:00:00
97,"LINESTRING (127.34030800000001 36.355257, 127.34500906779664 36.36077184745764)",1,2019-11-1 07:00:00
98,"LINESTRING (127.36675666666666 36.335306, 127.36658775000001 36.3407885)",2,2019-11-1 07:00:00
99,"LINESTRING (127.36658775000001 36.3407885, 127.36942370000001 36.344333000000006)",2,2019-11-1 07:00:00
100,"LINESTRING (127.369500047619 36.35110085714285, 127.36942370000001 36.344333000000006)",2,2019-11-1 07:00:00
101,"LINESTRING (127.32367066666667 36.367488333333334, 127.318423 36.366982)",1,2019-11-1 07:00:00
102,"LINESTRING (127.35019059999999 36.3320996, 127.3573468 36.3326292)",1,2019-11-1 07:00:00
103,"LINESTRING (127.3573468 36.3326292, 127.36675666666666 36.335306)",1,2019-11-1 07:00:00
0,"LINESTRING (127.3640069230769 36.35706790384616, 127.35841263414636 36.35936814634145)",10,2019-11-1 08:00:00
1,"LINESTRING (127.35841263414636 36.35936814634145, 127.357877 36.360017250000006)",10,2019-11-1 08:00:00
2,"LINESTRING (127.357877 36.360017250000006, 127.35223026470591 36.359850647058835)",10,2019-11-1 08:00:00
3,"LINESTRING (127.35223026470591 36.359850647058835, 127.34856459999999 36.35723019999999)",4,2019-11-1 08:00:00
4,"LINESTRING (127.34856459999999 36.35723019999999, 127.34469341509437 36.361217641509434)",4,2019-11-1 08:00:00
5,"LINESTRING (127.34469341509437 36.361217641509434, 127.340493 36.363568)",5,2019-11-1 08:00:00
6,"LINESTRING (127.340493 36.363568, 127.3364643125 36.364526625)",3,2019-11-1 08:00:00
7,"LINESTRING (127.3364643125 36.364526625, 127.32834949999999 36.3672281)",2,2019-11-1 08:00:00
8,"LINESTRING (127.32834949999999 36.3672281, 127.32329599999998 36.3673258)",2,2019-11-1 08:00:00
9,"LINESTRING (127.32329599999998 36.3673258, 127.318108 36.367013)",1,2019-11-1 08:00:00
10,"LINESTRING (127.36861224999998 36.366436625000006, 127.36356283333333 36.36436058333334)",1,2019-11-1 08:00:00
11,"LINESTRING (127.36356283333333 36.36436058333334, 127.35651242857143 36.36370628571429)",1,2019-11-1 08:00:00
12,"LINESTRING (127.35651242857143 36.36370628571429, 127.357877 36.360017250000006)",2,2019-11-1 08:00:00
13,"LINESTRING (127.35223026470591 36.359850647058835, 127.34469341509437 36.361217641509434)",6,2019-11-1 08:00:00
14,"LINESTRING (127.34469341509437 36.361217641509434, 127.34266848275861 36.35525986206897)",4,2019-11-1 08:00:00
15,"LINESTRING (127.34266848275861 36.35525986206897, 127.33567871428572 36.35483071428571)",1,2019-11-1 08:00:00
16,"LINESTRING (127.33567871428572 36.35483071428571, 127.336741 36.359770000000005)",1,2019-11-1 08:00:00
17,"LINESTRING (127.336741 36.359770000000005, 127.3364643125 36.364526625)",2,2019-11-1 08:00:00
18,"LINESTRING (127.3364643125 36.364526625, 127.340493 36.363568)",2,2019-11-1 08:00:00
19,"LINESTRING (127.340493 36.363568, 127.34469341509437 36.361217641509434)",2,2019-11-1 08:00:00
20,"LINESTRING (127.34469341509437 36.361217641509434, 127.35223026470591 36.359850647058835)",3,2019-11-1 08:00:00
21,"LINESTRING (127.370316 36.3577753, 127.3640069230769 36.35706790384616)",6,2019-11-1 08:00:00
22,"LINESTRING (127.35223026470591 36.359850647058835, 127.357877 36.360017250000006)",6,2019-11-1 08:00:00
23,"LINESTRING (127.357877 36.360017250000006, 127.35841263414636 36.35936814634145)",7,2019-11-1 08:00:00
24,"LINESTRING (127.35841263414636 36.35936814634145, 127.3640069230769 36.35706790384616)",6,2019-11-1 08:00:00
25,"LINESTRING (127.3640069230769 36.35706790384616, 127.370316 36.3577753)",3,2019-11-1 08:00:00
26,"LINESTRING (127.370316 36.3577753, 127.36948505555557 36.35274044444445)",1,2019-11-1 08:00:00
27,"LINESTRING (127.36948505555557 36.35274044444445, 127.369094625 36.34833999999999)",1,2019-11-1 08:00:00
28,"LINESTRING (127.369094625 36.34833999999999, 127.36942214285713 36.34416157142858)",2,2019-11-1 08:00:00
29,"LINESTRING (127.36942214285713 36.34416157142858, 127.36668788888889 36.338143111111116)",1,2019-11-1 08:00:00
30,"LINESTRING (127.36668788888889 36.338143111111116, 127.3699622 36.3343256)",1,2019-11-1 08:00:00
31,"LINESTRING (127.318126 36.338145, 127.32012300000001 36.3422374)",1,2019-11-1 08:00:00
32,"LINESTRING (127.32012300000001 36.3422374, 127.3242545 36.345904000000004)",2,2019-11-1 08:00:00
33,"LINESTRING (127.3242545 36.345904000000004, 127.33009533333332 36.34903833333333)",2,2019-11-1 08:00:00
34,"LINESTRING (127.33009533333332 36.34903833333333, 127.33538414285714 36.34879985714286)",3,2019-11-1 08:00:00
35,"LINESTRING (127.33538414285714 36.34879985714286, 127.34249666666668 36.34868344444445)",3,2019-11-1 08:00:00
36,"LINESTRING (127.34249666666668 36.34868344444445, 127.34961723809522 36.35042733333332)",3,2019-11-1 08:00:00
37,"LINESTRING (127.34961723809522 36.35042733333332, 127.3567718 36.35357684999999)",4,2019-11-1 08:00:00
38,"LINESTRING (127.3567718 36.35357684999999, 127.35841263414636 36.35936814634145)",2,2019-11-1 08:00:00
39,"LINESTRING (127.35841263414636 36.35936814634145, 127.36356283333333 36.36436058333334)",3,2019-11-1 08:00:00
40,"LINESTRING (127.36356283333333 36.36436058333334, 127.3691095 36.361465)",3,2019-11-1 08:00:00
41,"LINESTRING (127.3691095 36.361465, 127.36861224999998 36.366436625000006)",3,2019-11-1 08:00:00
42,"LINESTRING (127.3699622 36.3343256, 127.36668788888889 36.338143111111116)",2,2019-11-1 08:00:00
43,"LINESTRING (127.36668788888889 36.338143111111116, 127.36942214285713 36.34416157142858)",1,2019-11-1 08:00:00
44,"LINESTRING (127.36942214285713 36.34416157142858, 127.369094625 36.34833999999999)",2,2019-11-1 08:00:00
45,"LINESTRING (127.36948505555557 36.35274044444445, 127.370316 36.3577753)",1,2019-11-1 08:00:00
46,"LINESTRING (127.340493 36.363568, 127.336741 36.359770000000005)",1,2019-11-1 08:00:00
47,"LINESTRING (127.336741 36.359770000000005, 127.34266848275861 36.35525986206897)",1,2019-11-1 08:00:00
48,"LINESTRING (127.34266848275861 36.35525986206897, 127.34469341509437 36.361217641509434)",5,2019-11-1 08:00:00
49,"LINESTRING (127.34266848275861 36.35525986206897, 127.34961723809522 36.35042733333332)",1,2019-11-1 08:00:00
50,"LINESTRING (127.3567718 36.35357684999999, 127.3640069230769 36.35706790384616)",3,2019-11-1 08:00:00
51,"LINESTRING (127.3640069230769 36.35706790384616, 127.36948505555557 36.35274044444445)",5,2019-11-1 08:00:00
52,"LINESTRING (127.32834949999999 36.3672281, 127.3364643125 36.364526625)",2,2019-11-1 08:00:00
53,"LINESTRING (127.34469341509437 36.361217641509434, 127.34856459999999 36.35723019999999)",4,2019-11-1 08:00:00
54,"LINESTRING (127.34856459999999 36.35723019999999, 127.35223026470591 36.359850647058835)",5,2019-11-1 08:00:00
55,"LINESTRING (127.35651242857143 36.36370628571429, 127.36356283333333 36.36436058333334)",3,2019-11-1 08:00:00
56,"LINESTRING (127.36356283333333 36.36436058333334, 127.36861224999998 36.366436625000006)",3,2019-11-1 08:00:00
57,"LINESTRING (127.36861224999998 36.366436625000006, 127.3691095 36.361465)",1,2019-11-1 08:00:00
58,"LINESTRING (127.3691095 36.361465, 127.3640069230769 36.35706790384616)",1,2019-11-1 08:00:00
59,"LINESTRING (127.34856459999999 36.35723019999999, 127.34266848275861 36.35525986206897)",2,2019-11-1 08:00:00
60,"LINESTRING (127.33958066666666 36.368197, 127.3364643125 36.364526625)",1,2019-11-1 08:00:00
61,"LINESTRING (127.3364643125 36.364526625, 127.336741 36.359770000000005)",2,2019-11-1 08:00:00
62,"LINESTRING (127.3364643125 36.364526625, 127.33958066666666 36.368197)",2,2019-11-1 08:00:00
63,"LINESTRING (127.3699622 36.3343256, 127.363108 36.334366)",1,2019-11-1 08:00:00
64,"LINESTRING (127.363108 36.334366, 127.357553 36.332693)",1,2019-11-1 08:00:00
65,"LINESTRING (127.357553 36.332693, 127.351571 36.332205)",1,2019-11-1 08:00:00
66,"LINESTRING (127.351571 36.332205, 127.345285 36.332281)",1,2019-11-1 08:00:00
67,"LINESTRING (127.345285 36.332281, 127.339311 36.332233)",1,2019-11-1 08:00:00
68,"LINESTRING (127.339311 36.332233, 127.32012300000001 36.3422374)",1,2019-11-1 08:00:00
69,"LINESTRING (127.34249666666668 36.34868344444445, 127.34266848275861 36.35525986206897)",1,2019-11-1 08:00:00
70,"LINESTRING (127.34266848275861 36.35525986206897, 127.33538414285714 36.34879985714286)",1,2019-11-1 08:00:00
71,"LINESTRING (127.33538414285714 36.34879985714286, 127.33009533333332 36.34903833333333)",1,2019-11-1 08:00:00
72,"LINESTRING (127.32329599999998 36.3673258, 127.32834949999999 36.3672281)",1,2019-11-1 08:00:00
73,"LINESTRING (127.336741 36.359770000000005, 127.33567871428572 36.35483071428571)",1,2019-11-1 08:00:00
74,"LINESTRING (127.33567871428572 36.35483071428571, 127.34266848275861 36.35525986206897)",1,2019-11-1 08:00:00
75,"LINESTRING (127.34266848275861 36.35525986206897, 127.34249666666668 36.34868344444445)",1,2019-11-1 08:00:00
76,"LINESTRING (127.3640069230769 36.35706790384616, 127.3567718 36.35357684999999)",2,2019-11-1 08:00:00
77,"LINESTRING (127.370316 36.3577753, 127.35841263414636 36.35936814634145)",1,2019-11-1 08:00:00
78,"LINESTRING (127.35841263414636 36.35936814634145, 127.35223026470591 36.359850647058835)",1,2019-11-1 08:00:00
79,"LINESTRING (127.35223026470591 36.359850647058835, 127.35841263414636 36.35936814634145)",1,2019-11-1 08:00:00
80,"LINESTRING (127.36948505555557 36.35274044444445, 127.3640069230769 36.35706790384616)",3,2019-11-1 08:00:00
81,"LINESTRING (127.369094625 36.34833999999999, 127.36948505555557 36.35274044444445)",1,2019-11-1 08:00:00
82,"LINESTRING (127.3567718 36.35357684999999, 127.34961723809522 36.35042733333332)",2,2019-11-1 08:00:00
83,"LINESTRING (127.34961723809522 36.35042733333332, 127.34751449999999 36.341427499999995)",1,2019-11-1 08:00:00
84,"LINESTRING (127.357877 36.360017250000006, 127.35651242857143 36.36370628571429)",1,2019-11-1 08:00:00
85,"LINESTRING (127.36861224999998 36.366436625000006, 127.370316 36.3577753)",1,2019-11-1 08:00:00
86,"LINESTRING (127.34266848275861 36.35525986206897, 127.34856459999999 36.35723019999999)",3,2019-11-1 08:00:00
87,"LINESTRING (127.334518 36.3412686, 127.33538414285714 36.34879985714286)",1,2019-11-1 08:00:00
88,"LINESTRING (127.3640069230769 36.35706790384616, 127.3691095 36.361465)",1,2019-11-1 08:00:00
89,"LINESTRING (127.35841263414636 36.35936814634145, 127.3567718 36.35357684999999)",1,2019-11-1 08:00:00
90,"LINESTRING (127.34961723809522 36.35042733333332, 127.34266848275861 36.35525986206897)",1,2019-11-1 08:00:00
91,"LINESTRING (127.35223026470591 36.359850647058835, 127.35651242857143 36.36370628571429)",1,2019-11-1 08:00:00
0,"LINESTRING (127.3691943 36.35884695000001, 127.36337432142854 36.35736710714286)",4,2019-11-1 09:00:00
1,"LINESTRING (127.36337432142854 36.35736710714286, 127.36237853846153 36.35797715384616)",6,2019-11-1 09:00:00
2,"LINESTRING (127.36237853846153 36.35797715384616, 127.35936199999999 36.353646999999995)",2,2019-11-1 09:00:00
3,"LINESTRING (127.35936199999999 36.353646999999995, 127.36237853846153 36.35797715384616)",1,2019-11-1 09:00:00
4,"LINESTRING (127.35936199999999 36.353646999999995, 127.35507675 36.357786374999996)",1,2019-11-1 09:00:00
5,"LINESTRING (127.35507675 36.357786374999996, 127.35762466666662 36.359704571428566)",8,2019-11-1 09:00:00
6,"LINESTRING (127.35762466666662 36.359704571428566, 127.36237853846153 36.35797715384616)",7,2019-11-1 09:00:00
7,"LINESTRING (127.36237853846153 36.35797715384616, 127.35762466666662 36.359704571428566)",10,2019-11-1 09:00:00
8,"LINESTRING (127.35762466666662 36.359704571428566, 127.35793245714288 36.36029671428572)",3,2019-11-1 09:00:00
9,"LINESTRING (127.35793245714288 36.36029671428572, 127.35782888888889 36.36163633333334)",3,2019-11-1 09:00:00
10,"LINESTRING (127.35782888888889 36.36163633333334, 127.36302011538461 36.365548)",6,2019-11-1 09:00:00
11,"LINESTRING (127.35066104166667 36.36025683333332, 127.35762466666662 36.359704571428566)",2,2019-11-1 09:00:00
12,"LINESTRING (127.35762466666662 36.359704571428566, 127.35782888888889 36.36163633333334)",1,2019-11-1 09:00:00
13,"LINESTRING (127.36302011538461 36.365548, 127.36877657142858 36.36647024999999)",6,2019-11-1 09:00:00
14,"LINESTRING (127.36877657142858 36.36647024999999, 127.3691943 36.35884695000001)",2,2019-11-1 09:00:00
15,"LINESTRING (127.3691943 36.35884695000001, 127.36510899999999 36.3626128)",1,2019-11-1 09:00:00
16,"LINESTRING (127.36510899999999 36.3626128, 127.36337432142854 36.35736710714286)",1,2019-11-1 09:00:00
17,"LINESTRING (127.36337432142854 36.35736710714286, 127.35762466666662 36.359704571428566)",1,2019-11-1 09:00:00
18,"LINESTRING (127.35762466666662 36.359704571428566, 127.35507675 36.357786374999996)",8,2019-11-1 09:00:00
19,"LINESTRING (127.35507675 36.357786374999996, 127.35066104166667 36.36025683333332)",6,2019-11-1 09:00:00
20,"LINESTRING (127.35066104166667 36.36025683333332, 127.34408933333337 36.361852925925916)",5,2019-11-1 09:00:00
21,"LINESTRING (127.34408933333337 36.361852925925916, 127.33778934999998 36.3648362)",4,2019-11-1 09:00:00
22,"LINESTRING (127.33778934999998 36.3648362, 127.33116591666668 36.36621958333334)",4,2019-11-1 09:00:00
23,"LINESTRING (127.33116591666668 36.36621958333334, 127.32707330769229 36.36721661538463)",4,2019-11-1 09:00:00
24,"LINESTRING (127.32707330769229 36.36721661538463, 127.31809866666667 36.366801)",1,2019-11-1 09:00:00
25,"LINESTRING (127.31809866666667 36.366801, 127.32707330769229 36.36721661538463)",2,2019-11-1 09:00:00
26,"LINESTRING (127.32707330769229 36.36721661538463, 127.33116591666668 36.36621958333334)",3,2019-11-1 09:00:00
27,"LINESTRING (127.33116591666668 36.36621958333334, 127.33778934999998 36.3648362)",2,2019-11-1 09:00:00
28,"LINESTRING (127.33778934999998 36.3648362, 127.34408933333337 36.361852925925916)",4,2019-11-1 09:00:00
29,"LINESTRING (127.34408933333337 36.361852925925916, 127.35066104166667 36.36025683333332)",4,2019-11-1 09:00:00
30,"LINESTRING (127.35762466666662 36.359704571428566, 127.35066104166667 36.36025683333332)",1,2019-11-1 09:00:00
31,"LINESTRING (127.35066104166667 36.36025683333332, 127.35507675 36.357786374999996)",4,2019-11-1 09:00:00
32,"LINESTRING (127.36237853846153 36.35797715384616, 127.36510899999999 36.3626128)",2,2019-11-1 09:00:00
33,"LINESTRING (127.36510899999999 36.3626128, 127.36877657142858 36.36647024999999)",2,2019-11-1 09:00:00
34,"LINESTRING (127.3691943 36.35884695000001, 127.36958383333332 36.35171766666667)",2,2019-11-1 09:00:00
35,"LINESTRING (127.36958383333332 36.35171766666667, 127.36337432142854 36.35736710714286)",4,2019-11-1 09:00:00
36,"LINESTRING (127.36877657142858 36.36647024999999, 127.36510899999999 36.3626128)",3,2019-11-1 09:00:00
37,"LINESTRING (127.36510899999999 36.3626128, 127.36237853846153 36.35797715384616)",3,2019-11-1 09:00:00
38,"LINESTRING (127.35507675 36.357786374999996, 127.35209400000001 36.35208366666667)",3,2019-11-1 09:00:00
39,"LINESTRING (127.35209400000001 36.35208366666667, 127.34876425 36.34781675)",2,2019-11-1 09:00:00
40,"LINESTRING (127.34876425 36.34781675, 127.34281131578949 36.353972684210525)",1,2019-11-1 09:00:00
41,"LINESTRING (127.34281131578949 36.353972684210525, 127.33945980000001 36.34974425)",4,2019-11-1 09:00:00
42,"LINESTRING (127.33945980000001 36.34974425, 127.33934200000002 36.357393222222214)",1,2019-11-1 09:00:00
43,"LINESTRING (127.33934200000002 36.357393222222214, 127.33636 36.35888)",1,2019-11-1 09:00:00
44,"LINESTRING (127.33636 36.35888, 127.335775 36.36029)",1,2019-11-1 09:00:00
45,"LINESTRING (127.335775 36.36029, 127.33778934999998 36.3648362)",1,2019-11-1 09:00:00
46,"LINESTRING (127.36237853846153 36.35797715384616, 127.36337432142854 36.35736710714286)",3,2019-11-1 09:00:00
47,"LINESTRING (127.36337432142854 36.35736710714286, 127.3691943 36.35884695000001)",3,2019-11-1 09:00:00
48,"LINESTRING (127.36877657142858 36.36647024999999, 127.36302011538461 36.365548)",6,2019-11-1 09:00:00
49,"LINESTRING (127.36302011538461 36.365548, 127.35782888888889 36.36163633333334)",5,2019-11-1 09:00:00
50,"LINESTRING (127.35782888888889 36.36163633333334, 127.35507675 36.357786374999996)",2,2019-11-1 09:00:00
51,"LINESTRING (127.34408933333337 36.361852925925916, 127.34566975 36.3675485)",2,2019-11-1 09:00:00
52,"LINESTRING (127.36884966666666 36.343545, 127.36958383333332 36.35171766666667)",1,2019-11-1 09:00:00
53,"LINESTRING (127.36958383333332 36.35171766666667, 127.3691943 36.35884695000001)",1,2019-11-1 09:00:00
54,"LINESTRING (127.36993499999998 36.334351, 127.36514849999999 36.334874)",2,2019-11-1 09:00:00
55,"LINESTRING (127.36514849999999 36.334874, 127.35856457142856 36.332863714285715)",1,2019-11-1 09:00:00
56,"LINESTRING (127.35856457142856 36.332863714285715, 127.35215257142856 36.33215414285714)",2,2019-11-1 09:00:00
57,"LINESTRING (127.35215257142856 36.33215414285714, 127.34637528571429 36.33201764285714)",2,2019-11-1 09:00:00
58,"LINESTRING (127.34637528571429 36.33201764285714, 127.33860678947367 36.33233594736842)",3,2019-11-1 09:00:00
59,"LINESTRING (127.33860678947367 36.33233594736842, 127.3382548 36.3280086)",3,2019-11-1 09:00:00
60,"LINESTRING (127.32707330769229 36.36721661538463, 127.318148 36.359368)",1,2019-11-1 09:00:00
61,"LINESTRING (127.318148 36.359368, 127.32707020000001 36.359466399999995)",1,2019-11-1 09:00:00
62,"LINESTRING (127.32707020000001 36.359466399999995, 127.32707330769229 36.36721661538463)",1,2019-11-1 09:00:00
63,"LINESTRING (127.33116591666668 36.36621958333334, 127.32707020000001 36.359466399999995)",1,2019-11-1 09:00:00
64,"LINESTRING (127.32707020000001 36.359466399999995, 127.326816 36.354831)",1,2019-11-1 09:00:00
65,"LINESTRING (127.326816 36.354831, 127.325363 36.3493955)",1,2019-11-1 09:00:00
66,"LINESTRING (127.325363 36.3493955, 127.32262366666667 36.345717)",1,2019-11-1 09:00:00
67,"LINESTRING (127.32262366666667 36.345717, 127.31885833333332 36.341112833333334)",1,2019-11-1 09:00:00
68,"LINESTRING (127.31885833333332 36.341112833333334, 127.34794275 36.32753825)",1,2019-11-1 09:00:00
69,"LINESTRING (127.34794275 36.32753825, 127.34637528571429 36.33201764285714)",2,2019-11-1 09:00:00
70,"LINESTRING (127.34637528571429 36.33201764285714, 127.349258 36.336335500000004)",1,2019-11-1 09:00:00
71,"LINESTRING (127.349258 36.336335500000004, 127.34759566666666 36.341518666666666)",1,2019-11-1 09:00:00
72,"LINESTRING (127.34759566666666 36.341518666666666, 127.34876425 36.34781675)",1,2019-11-1 09:00:00
73,"LINESTRING (127.36514849999999 36.334874, 127.36993499999998 36.334351)",2,2019-11-1 09:00:00
74,"LINESTRING (127.35209400000001 36.35208366666667, 127.34281131578949 36.353972684210525)",2,2019-11-1 09:00:00
75,"LINESTRING (127.33945980000001 36.34974425, 127.33185625 36.350915)",1,2019-11-1 09:00:00
76,"LINESTRING (127.33185625 36.350915, 127.33945980000001 36.34974425)",1,2019-11-1 09:00:00
77,"LINESTRING (127.33945980000001 36.34974425, 127.34281131578949 36.353972684210525)",3,2019-11-1 09:00:00
78,"LINESTRING (127.34281131578949 36.353972684210525, 127.34876425 36.34781675)",1,2019-11-1 09:00:00
79,"LINESTRING (127.34876425 36.34781675, 127.35209400000001 36.35208366666667)",1,2019-11-1 09:00:00
80,"LINESTRING (127.35209400000001 36.35208366666667, 127.35507675 36.357786374999996)",1,2019-11-1 09:00:00
81,"LINESTRING (127.34566975 36.3675485, 127.36877657142858 36.36647024999999)",1,2019-11-1 09:00:00
82,"LINESTRING (127.33922219999997 36.342789700000004, 127.33699573333332 36.33816073333333)",4,2019-11-1 09:00:00
83,"LINESTRING (127.33699573333332 36.33816073333333, 127.33293774999999 36.332919374999996)",2,2019-11-1 09:00:00
84,"LINESTRING (127.33293774999999 36.332919374999996, 127.33860678947367 36.33233594736842)",3,2019-11-1 09:00:00
85,"LINESTRING (127.33860678947367 36.33233594736842, 127.34637528571429 36.33201764285714)",3,2019-11-1 09:00:00
86,"LINESTRING (127.34637528571429 36.33201764285714, 127.34794275 36.32753825)",2,2019-11-1 09:00:00
87,"LINESTRING (127.34281131578949 36.353972684210525, 127.34408933333337 36.361852925925916)",2,2019-11-1 09:00:00
88,"LINESTRING (127.34408933333337 36.361852925925916, 127.34281131578949 36.353972684210525)",1,2019-11-1 09:00:00
89,"LINESTRING (127.33945980000001 36.34974425, 127.33922219999997 36.342789700000004)",2,2019-11-1 09:00:00
90,"LINESTRING (127.33699573333332 36.33816073333333, 127.33860678947367 36.33233594736842)",3,2019-11-1 09:00:00
91,"LINESTRING (127.33860678947367 36.33233594736842, 127.33699573333332 36.33816073333333)",3,2019-11-1 09:00:00
92,"LINESTRING (127.36993499999998 36.334351, 127.35856457142856 36.332863714285715)",1,2019-11-1 09:00:00
93,"LINESTRING (127.3382548 36.3280086, 127.33860678947367 36.33233594736842)",2,2019-11-1 09:00:00
94,"LINESTRING (127.33699573333332 36.33816073333333, 127.33922219999997 36.342789700000004)",2,2019-11-1 09:00:00
95,"LINESTRING (127.33922219999997 36.342789700000004, 127.33945980000001 36.34974425)",2,2019-11-1 09:00:00
96,"LINESTRING (127.34281131578949 36.353972684210525, 127.33934200000002 36.357393222222214)",2,2019-11-1 09:00:00
97,"LINESTRING (127.33934200000002 36.357393222222214, 127.34281131578949 36.353972684210525)",2,2019-11-1 09:00:00
98,"LINESTRING (127.33934200000002 36.357393222222214, 127.35507675 36.357786374999996)",1,2019-11-1 09:00:00
99,"LINESTRING (127.34759566666666 36.341518666666666, 127.349258 36.336335500000004)",1,2019-11-1 09:00:00
100,"LINESTRING (127.349258 36.336335500000004, 127.34637528571429 36.33201764285714)",1,2019-11-1 09:00:00
101,"LINESTRING (127.34637528571429 36.33201764285714, 127.35215257142856 36.33215414285714)",2,2019-11-1 09:00:00
102,"LINESTRING (127.35215257142856 36.33215414285714, 127.35856457142856 36.332863714285715)",2,2019-11-1 09:00:00
103,"LINESTRING (127.36337432142854 36.35736710714286, 127.35936199999999 36.353646999999995)",2,2019-11-1 09:00:00
104,"LINESTRING (127.35936199999999 36.353646999999995, 127.35209400000001 36.35208366666667)",2,2019-11-1 09:00:00
105,"LINESTRING (127.34876425 36.34781675, 127.33945980000001 36.34974425)",1,2019-11-1 09:00:00
106,"LINESTRING (127.31885833333332 36.341112833333334, 127.32262366666667 36.345717)",1,2019-11-1 09:00:00
107,"LINESTRING (127.32262366666667 36.345717, 127.325363 36.3493955)",1,2019-11-1 09:00:00
108,"LINESTRING (127.325363 36.3493955, 127.33185625 36.350915)",1,2019-11-1 09:00:00
109,"LINESTRING (127.33185625 36.350915, 127.33598749999999 36.34429925)",1,2019-11-1 09:00:00
110,"LINESTRING (127.33598749999999 36.34429925, 127.33922219999997 36.342789700000004)",1,2019-11-1 09:00:00
111,"LINESTRING (127.33860678947367 36.33233594736842, 127.33293774999999 36.332919374999996)",1,2019-11-1 09:00:00
112,"LINESTRING (127.33778934999998 36.3648362, 127.335775 36.36029)",1,2019-11-1 09:00:00
113,"LINESTRING (127.335775 36.36029, 127.33636 36.35888)",1,2019-11-1 09:00:00
114,"LINESTRING (127.33636 36.35888, 127.33934200000002 36.357393222222214)",1,2019-11-1 09:00:00
0,"LINESTRING (127.3479665 36.327771642857144, 127.34743642857144 36.332311928571436)",6,2019-11-1 10:00:00
1,"LINESTRING (127.34743642857144 36.332311928571436, 127.3493224 36.337627999999995)",3,2019-11-1 10:00:00
2,"LINESTRING (127.3493224 36.337627999999995, 127.34742716666669 36.3419355)",3,2019-11-1 10:00:00
3,"LINESTRING (127.34742716666669 36.3419355, 127.34708831249999 36.347899749999996)",4,2019-11-1 10:00:00
4,"LINESTRING (127.34708831249999 36.347899749999996, 127.3541543870968 36.35145287096775)",3,2019-11-1 10:00:00
5,"LINESTRING (127.3541543870968 36.35145287096775, 127.3585231891892 36.35443786486486)",6,2019-11-1 10:00:00
6,"LINESTRING (127.3585231891892 36.35443786486486, 127.36295765384618 36.358130750000015)",2,2019-11-1 10:00:00
7,"LINESTRING (127.36295765384618 36.358130750000015, 127.36496300000002 36.3625226)",3,2019-11-1 10:00:00
8,"LINESTRING (127.36496300000002 36.3625226, 127.3693842142857 36.35787582142857)",1,2019-11-1 10:00:00
