,geometry,weight,time
57,"LINESTRING (127.33737467741932 36.355725774193544, 127.3373684776119 36.36318044776119)",6,2019-11-1 02:00:00
58,"LINESTRING (127.33737467741932 36.355725774193544, 127.34216014285714 36.35420285714285)",6,2019-11-1 02:00:00
59,"LINESTRING (127.34230080530979 36.35482215044247, 127.34835923809521 36.3529122222222)",5,2019-11-1 02:00:00
60,"LINESTRING (127.35805466666666 36.36223833333334, 127.36313375757577 36.36424833333333)",5,2019-11-1 02:00:00
61,"LINESTRING (127.36313375757577 36.36424833333333, 127.36866870967744 36.366462741935486)",7,2019-11-1 02:00:00
62,"LINESTRING (127.36829451851852 36.33546237037036, 127.35746166666668 36.33256726666666)",2,2019-11-1 02:00:00
63,"LINESTRING (127.35746166666668 36.33256726666666, 127.35038621428573 36.332350642857136)",5,2019-11-1 02:00:00
64,"LINESTRING (127.36829451851852 36.33546237037036, 127.36875980555553 36.34333322222223)",2,2019-11-1 02:00:00
65,"LINESTRING (127.36917151562496 36.34752575000002, 127.36875980555553 36.34333322222223)",9,2019-11-1 02:00:00
66,"LINESTRING (127.36943554399998 36.35250892000001, 127.36875980555553 36.34333322222223)",3,2019-11-1 02:00:00
67,"LINESTRING (127.36943554399998 36.35250892000001, 127.36909253333332 36.35760786666666)",5,2019-11-1 02:00:00
68,"LINESTRING (127.36909253333332 36.35760786666666, 127.36432880392157 36.35481689215687)",4,2019-11-1 02:00:00
69,"LINESTRING (127.36432880392157 36.35481689215687, 127.36909253333332 36.35760786666666)",2,2019-11-1 02:00:00
70,"LINESTRING (127.36909253333332 36.35760786666666, 127.36943554399998 36.35250892000001)",5,2019-11-1 02:00:00
71,"LINESTRING (127.3373684776119 36.36318044776119, 127.35550895614027 36.35949145614033)",1,2019-11-1 02:00:00
72,"LINESTRING (127.36943554399998 36.35250892000001, 127.36934572972974 36.35771732432433)",3,2019-11-1 02:00:00
73,"LINESTRING (127.36934572972974 36.35771732432433, 127.36909253333332 36.35760786666666)",9,2019-11-1 02:00:00
74,"LINESTRING (127.36909253333332 36.35760786666666, 127.36210678651692 36.3584038089888)",7,2019-11-1 02:00:00
75,"LINESTRING (127.36210678651692 36.3584038089888, 127.35876181967213 36.353919213114736)",3,2019-11-1 02:00:00
76,"LINESTRING (127.35876181967213 36.353919213114736, 127.36210678651692 36.3584038089888)",3,2019-11-1 02:00:00
77,"LINESTRING (127.36829451851852 36.33546237037036, 127.363266 36.334733)",3,2019-11-1 02:00:00
78,"LINESTRING (127.363266 36.334733, 127.35746166666668 36.33256726666666)",3,2019-11-1 02:00:00
79,"LINESTRING (127.34708646428575 36.33038071428571, 127.3397849 36.332232700000006)",3,2019-11-1 02:00:00
80,"LINESTRING (127.3397849 36.332232700000006, 127.33702825 36.338303875)",1,2019-11-1 02:00:00
81,"LINESTRING (127.33702825 36.338303875, 127.3467343809524 36.341417857142865)",1,2019-11-1 02:00:00
82,"LINESTRING (127.3467343809524 36.341417857142865, 127.34767347368422 36.347763368421056)",4,2019-11-1 02:00:00
83,"LINESTRING (127.34767347368422 36.347763368421056, 127.34835923809521 36.3529122222222)",2,2019-11-1 02:00:00
84,"LINESTRING (127.34835923809521 36.3529122222222, 127.35362909433965 36.35110583018869)",9,2019-11-1 02:00:00
85,"LINESTRING (127.35362909433965 36.35110583018869, 127.35876181967213 36.353919213114736)",11,2019-11-1 02:00:00
86,"LINESTRING (127.36706299999999 36.36289666666667, 127.36866870967744 36.366462741935486)",2,2019-11-1 02:00:00
87,"LINESTRING (127.35876181967213 36.353919213114736, 127.36432880392157 36.35481689215687)",12,2019-11-1 02:00:00
88,"LINESTRING (127.36909253333332 36.35760786666666, 127.3494166836735 36.35983702040817)",1,2019-11-1 02:00:00
89,"LINESTRING (127.36866870967744 36.366462741935486, 127.36706299999999 36.36289666666667)",3,2019-11-1 02:00:00
90,"LINESTRING (127.36706299999999 36.36289666666667, 127.36313375757577 36.36424833333333)",3,2019-11-1 02:00:00
91,"LINESTRING (127.36313375757577 36.36424833333333, 127.36210678651692 36.3584038089888)",3,2019-11-1 02:00:00
92,"LINESTRING (127.36875980555553 36.34333322222223, 127.36943554399998 36.35250892000001)",3,2019-11-1 02:00:00
93,"LINESTRING (127.33943212499999 36.36778962499999, 127.3373684776119 36.36318044776119)",3,2019-11-1 02:00:00
94,"LINESTRING (127.34216014285714 36.35420285714285, 127.34008377499997 36.348309475)",5,2019-11-1 02:00:00
95,"LINESTRING (127.34008377499997 36.348309475, 127.33961374999998 36.34356805000001)",8,2019-11-1 02:00:00
96,"LINESTRING (127.33961374999998 36.34356805000001, 127.33702825 36.338303875)",2,2019-11-1 02:00:00
97,"LINESTRING (127.33702825 36.338303875, 127.33248357142858 36.332747142857144)",1,2019-11-1 02:00:00
98,"LINESTRING (127.33248357142858 36.332747142857144, 127.3397849 36.332232700000006)",2,2019-11-1 02:00:00
99,"LINESTRING (127.3397849 36.332232700000006, 127.34708646428575 36.33038071428571)",5,2019-11-1 02:00:00
100,"LINESTRING (127.33141451282049 36.35740851282051, 127.33737467741932 36.355725774193544)",2,2019-11-1 02:00:00
101,"LINESTRING (127.36210678651692 36.3584038089888, 127.35805466666666 36.36223833333334)",1,2019-11-1 02:00:00
102,"LINESTRING (127.3494166836735 36.35983702040817, 127.3373684776119 36.36318044776119)",1,2019-11-1 02:00:00
103,"LINESTRING (127.3373684776119 36.36318044776119, 127.3494166836735 36.35983702040817)",2,2019-11-1 02:00:00
104,"LINESTRING (127.34923933333332 36.337118555555556, 127.3467343809524 36.341417857142865)",2,2019-11-1 02:00:00
105,"LINESTRING (127.34767347368422 36.347763368421056, 127.35362909433965 36.35110583018869)",2,2019-11-1 02:00:00
106,"LINESTRING (127.36875980555553 36.34333322222223, 127.36829451851852 36.33546237037036)",3,2019-11-1 02:00:00
107,"LINESTRING (127.33961374999998 36.34356805000001, 127.3467343809524 36.341417857142865)",2,2019-11-1 02:00:00
108,"LINESTRING (127.36210678651692 36.3584038089888, 127.34386929787235 36.36098846099289)",1,2019-11-1 02:00:00
109,"LINESTRING (127.3373684776119 36.36318044776119, 127.33943212499999 36.36778962499999)",3,2019-11-1 02:00:00
110,"LINESTRING (127.33943212499999 36.36778962499999, 127.34386929787235 36.36098846099289)",1,2019-11-1 02:00:00
111,"LINESTRING (127.34386929787235 36.36098846099289, 127.345482375 36.366766875)",2,2019-11-1 02:00:00
112,"LINESTRING (127.345482375 36.366766875, 127.34386929787235 36.36098846099289)",2,2019-11-1 02:00:00
113,"LINESTRING (127.3494166836735 36.35983702040817, 127.34835923809521 36.3529122222222)",5,2019-11-1 02:00:00
114,"LINESTRING (127.34008377499997 36.348309475, 127.34230080530979 36.35482215044247)",1,2019-11-1 02:00:00
115,"LINESTRING (127.34230080530979 36.35482215044247, 127.34008377499997 36.348309475)",1,2019-11-1 02:00:00
116,"LINESTRING (127.33702825 36.338303875, 127.34008377499997 36.348309475)",1,2019-11-1 02:00:00
117,"LINESTRING (127.34008377499997 36.348309475, 127.33702825 36.338303875)",1,2019-11-1 02:00:00
118,"LINESTRING (127.33702825 36.338303875, 127.3397849 36.332232700000006)",1,2019-11-1 02:00:00
119,"LINESTRING (127.33961374999998 36.34356805000001, 127.33395218181819 36.34839581818182)",1,2019-11-1 02:00:00
120,"LINESTRING (127.33395218181819 36.34839581818182, 127.332693 36.342985)",2,2019-11-1 02:00:00
121,"LINESTRING (127.332693 36.342985, 127.33395218181819 36.34839581818182)",1,2019-11-1 02:00:00
122,"LINESTRING (127.33395218181819 36.34839581818182, 127.34008377499997 36.348309475)",5,2019-11-1 02:00:00
123,"LINESTRING (127.34008377499997 36.348309475, 127.34216014285714 36.35420285714285)",6,2019-11-1 02:00:00
124,"LINESTRING (127.33737467741932 36.355725774193544, 127.34230080530979 36.35482215044247)",3,2019-11-1 02:00:00
125,"LINESTRING (127.34230080530979 36.35482215044247, 127.33737467741932 36.355725774193544)",2,2019-11-1 02:00:00
126,"LINESTRING (127.36829451851852 36.33546237037036, 127.370047 36.330113)",1,2019-11-1 02:00:00
127,"LINESTRING (127.34230080530979 36.35482215044247, 127.3467343809524 36.341417857142865)",1,2019-11-1 02:00:00
128,"LINESTRING (127.35362909433965 36.35110583018869, 127.34767347368422 36.347763368421056)",4,2019-11-1 02:00:00
129,"LINESTRING (127.34767347368422 36.347763368421056, 127.34008377499997 36.348309475)",3,2019-11-1 02:00:00
130,"LINESTRING (127.34008377499997 36.348309475, 127.33395218181819 36.34839581818182)",5,2019-11-1 02:00:00
131,"LINESTRING (127.33395218181819 36.34839581818182, 127.3263909166667 36.34830683333334)",4,2019-11-1 02:00:00
132,"LINESTRING (127.3263909166667 36.34830683333334, 127.32939925 36.352768625)",2,2019-11-1 02:00:00
133,"LINESTRING (127.32939925 36.352768625, 127.33141451282049 36.35740851282051)",2,2019-11-1 02:00:00
134,"LINESTRING (127.33141451282049 36.35740851282051, 127.32939925 36.352768625)",4,2019-11-1 02:00:00
135,"LINESTRING (127.32584888888886 36.35979003703703, 127.32580158653852 36.367312192307686)",2,2019-11-1 02:00:00
136,"LINESTRING (127.31864066666667 36.36643686666666, 127.31875861538464 36.359417)",2,2019-11-1 02:00:00
137,"LINESTRING (127.32939925 36.352768625, 127.3263909166667 36.34830683333334)",3,2019-11-1 02:00:00
138,"LINESTRING (127.3263909166667 36.34830683333334, 127.33395218181819 36.34839581818182)",5,2019-11-1 02:00:00
139,"LINESTRING (127.33395218181819 36.34839581818182, 127.33961374999998 36.34356805000001)",1,2019-11-1 02:00:00
140,"LINESTRING (127.33961374999998 36.34356805000001, 127.34008377499997 36.348309475)",5,2019-11-1 02:00:00
141,"LINESTRING (127.3494166836735 36.35983702040817, 127.34230080530979 36.35482215044247)",2,2019-11-1 02:00:00
142,"LINESTRING (127.3263909166667 36.34830683333334, 127.32044361111113 36.34260822222223)",4,2019-11-1 02:00:00
143,"LINESTRING (127.32044361111113 36.34260822222223, 127.3263909166667 36.34830683333334)",2,2019-11-1 02:00:00
144,"LINESTRING (127.34767347368422 36.347763368421056, 127.3263909166667 36.34830683333334)",1,2019-11-1 02:00:00
145,"LINESTRING (127.32044361111113 36.34260822222223, 127.31813 36.33227)",1,2019-11-1 02:00:00
146,"LINESTRING (127.31813 36.33227, 127.324411 36.332273)",1,2019-11-1 02:00:00
147,"LINESTRING (127.324411 36.332273, 127.33248357142858 36.332747142857144)",1,2019-11-1 02:00:00
148,"LINESTRING (127.34230080530979 36.35482215044247, 127.3494166836735 36.35983702040817)",1,2019-11-1 02:00:00
149,"LINESTRING (127.35550895614027 36.35949145614033, 127.352123 36.367661)",1,2019-11-1 02:00:00
150,"LINESTRING (127.352123 36.367661, 127.345482375 36.366766875)",1,2019-11-1 02:00:00
151,"LINESTRING (127.36706299999999 36.36289666666667, 127.36934572972974 36.35771732432433)",1,2019-11-1 02:00:00
152,"LINESTRING (127.36934572972974 36.35771732432433, 127.36829451851852 36.33546237037036)",1,2019-11-1 02:00:00
153,"LINESTRING (127.34708646428575 36.33038071428571, 127.35038621428573 36.332350642857136)",3,2019-11-1 02:00:00
154,"LINESTRING (127.35038621428573 36.332350642857136, 127.34923933333332 36.337118555555556)",1,2019-11-1 02:00:00
155,"LINESTRING (127.34835923809521 36.3529122222222, 127.35550895614027 36.35949145614033)",1,2019-11-1 02:00:00
156,"LINESTRING (127.36210678651692 36.3584038089888, 127.3494166836735 36.35983702040817)",1,2019-11-1 02:00:00
157,"LINESTRING (127.33961374999998 36.34356805000001, 127.33248357142858 36.332747142857144)",1,2019-11-1 02:00:00
158,"LINESTRING (127.32580158653852 36.367312192307686, 127.32584888888886 36.35979003703703)",1,2019-11-1 02:00:00
159,"LINESTRING (127.332693 36.342985, 127.33961374999998 36.34356805000001)",1,2019-11-1 02:00:00
160,"LINESTRING (127.34835923809521 36.3529122222222, 127.3467343809524 36.341417857142865)",1,2019-11-1 02:00:00
161,"LINESTRING (127.3467343809524 36.341417857142865, 127.33961374999998 36.34356805000001)",1,2019-11-1 02:00:00
162,"LINESTRING (127.35038621428573 36.332350642857136, 127.35746166666668 36.33256726666666)",2,2019-11-1 02:00:00
163,"LINESTRING (127.35746166666668 36.33256726666666, 127.363266 36.334733)",1,2019-11-1 02:00:00
164,"LINESTRING (127.363266 36.334733, 127.36829451851852 36.33546237037036)",1,2019-11-1 02:00:00
165,"LINESTRING (127.35746166666668 36.33256726666666, 127.33943212499999 36.36778962499999)",1,2019-11-1 02:00:00
166,"LINESTRING (127.32939925 36.352768625, 127.33395218181819 36.34839581818182)",1,2019-11-1 02:00:00
167,"LINESTRING (127.35805466666666 36.36223833333334, 127.36866870967744 36.366462741935486)",1,2019-11-1 02:00:00
0,"LINESTRING (127.36961364062499 36.35212318750001, 127.36547873015873 36.354744222222216)",16,2019-11-1 03:00:00
1,"LINESTRING (127.36547873015873 36.354744222222216, 127.3587186296296 36.354100370370354)",11,2019-11-1 03:00:00
2,"LINESTRING (127.3587186296296 36.354100370370354, 127.35326616666667 36.35085477777779)",8,2019-11-1 03:00:00
3,"LINESTRING (127.35326616666667 36.35085477777779, 127.3587186296296 36.354100370370354)",8,2019-11-1 03:00:00
4,"LINESTRING (127.3587186296296 36.354100370370354, 127.36308518666662 36.35744106666666)",6,2019-11-1 03:00:00
5,"LINESTRING (127.36909367391304 36.34564993478261, 127.36961364062499 36.35212318750001)",6,2019-11-1 03:00:00
6,"LINESTRING (127.33837523076923 36.35378669230769, 127.34021119999997 36.35446496)",8,2019-11-1 03:00:00
7,"LINESTRING (127.34021119999997 36.35446496, 127.34134850000001 36.35444025)",7,2019-11-1 03:00:00
8,"LINESTRING (127.34134850000001 36.35444025, 127.3427754117647 36.354318588235294)",15,2019-11-1 03:00:00
9,"LINESTRING (127.3427754117647 36.354318588235294, 127.34537723076923 36.360559923076934)",4,2019-11-1 03:00:00
10,"LINESTRING (127.34537723076923 36.360559923076934, 127.3442427708333 36.36123572916668)",10,2019-11-1 03:00:00
11,"LINESTRING (127.3442427708333 36.36123572916668, 127.34537723076923 36.360559923076934)",8,2019-11-1 03:00:00
12,"LINESTRING (127.34537723076923 36.360559923076934, 127.34956411111118 36.35937911111111)",10,2019-11-1 03:00:00
13,"LINESTRING (127.34956411111118 36.35937911111111, 127.35281061111111 36.35856472222222)",14,2019-11-1 03:00:00
14,"LINESTRING (127.35281061111111 36.35856472222222, 127.35746356250003 36.36000135937501)",12,2019-11-1 03:00:00
15,"LINESTRING (127.35746356250003 36.36000135937501, 127.35501066666666 36.36397)",2,2019-11-1 03:00:00
16,"LINESTRING (127.35501066666666 36.36397, 127.35746356250003 36.36000135937501)",2,2019-11-1 03:00:00
17,"LINESTRING (127.35746356250003 36.36000135937501, 127.36318965217393 36.365425565217386)",4,2019-11-1 03:00:00
18,"LINESTRING (127.36318965217393 36.365425565217386, 127.35746356250003 36.36000135937501)",3,2019-11-1 03:00:00
19,"LINESTRING (127.35746356250003 36.36000135937501, 127.36308518666662 36.35744106666666)",8,2019-11-1 03:00:00
20,"LINESTRING (127.36308518666662 36.35744106666666, 127.36547873015873 36.354744222222216)",7,2019-11-1 03:00:00
21,"LINESTRING (127.36547873015873 36.354744222222216, 127.36966519230768 36.3575581923077)",4,2019-11-1 03:00:00
22,"LINESTRING (127.36966519230768 36.3575581923077, 127.36961364062499 36.35212318750001)",5,2019-11-1 03:00:00
23,"LINESTRING (127.36547873015873 36.354744222222216, 127.36308518666662 36.35744106666666)",8,2019-11-1 03:00:00
24,"LINESTRING (127.36308518666662 36.35744106666666, 127.3587186296296 36.354100370370354)",4,2019-11-1 03:00:00
25,"LINESTRING (127.3587186296296 36.354100370370354, 127.35746356250003 36.36000135937501)",2,2019-11-1 03:00:00
26,"LINESTRING (127.35746356250003 36.36000135937501, 127.35281061111111 36.35856472222222)",13,2019-11-1 03:00:00
27,"LINESTRING (127.35281061111111 36.35856472222222, 127.34956411111118 36.35937911111111)",15,2019-11-1 03:00:00
28,"LINESTRING (127.34956411111118 36.35937911111111, 127.34537723076923 36.360559923076934)",11,2019-11-1 03:00:00
29,"LINESTRING (127.3442427708333 36.36123572916668, 127.34351099999999 36.3616768)",7,2019-11-1 03:00:00
30,"LINESTRING (127.34351099999999 36.3616768, 127.33789577272724 36.36496029545453)",10,2019-11-1 03:00:00
31,"LINESTRING (127.33789577272724 36.36496029545453, 127.33042284999999 36.366964949999996)",6,2019-11-1 03:00:00
32,"LINESTRING (127.33042284999999 36.366964949999996, 127.32558975 36.367130187499995)",4,2019-11-1 03:00:00
33,"LINESTRING (127.32558975 36.367130187499995, 127.318834 36.366928)",2,2019-11-1 03:00:00
34,"LINESTRING (127.36547873015873 36.354744222222216, 127.36961364062499 36.35212318750001)",11,2019-11-1 03:00:00
35,"LINESTRING (127.3476013235294 36.33215200000001, 127.34946 36.335843)",3,2019-11-1 03:00:00
36,"LINESTRING (127.34946 36.335843, 127.3483706 36.33986219999999)",3,2019-11-1 03:00:00
37,"LINESTRING (127.3483706 36.33986219999999, 127.34806233333335 36.347652333333336)",3,2019-11-1 03:00:00
38,"LINESTRING (127.34806233333335 36.347652333333336, 127.35326616666667 36.35085477777779)",1,2019-11-1 03:00:00
39,"LINESTRING (127.3587186296296 36.354100370370354, 127.36547873015873 36.354744222222216)",8,2019-11-1 03:00:00
40,"LINESTRING (127.36961364062499 36.35212318750001, 127.36909367391304 36.34564993478261)",5,2019-11-1 03:00:00
41,"LINESTRING (127.36909367391304 36.34564993478261, 127.36659440000001 36.3396032)",3,2019-11-1 03:00:00
42,"LINESTRING (127.36659440000001 36.3396032, 127.36898492307695 36.33455423076923)",3,2019-11-1 03:00:00
43,"LINESTRING (127.36898492307695 36.33455423076923, 127.35604371428572 36.332401571428576)",2,2019-11-1 03:00:00
44,"LINESTRING (127.35604371428572 36.332401571428576, 127.35065159999999 36.331953999999996)",4,2019-11-1 03:00:00
45,"LINESTRING (127.35065159999999 36.331953999999996, 127.3476013235294 36.33215200000001)",5,2019-11-1 03:00:00
46,"LINESTRING (127.3476013235294 36.33215200000001, 127.33956557777778 36.33178946666666)",8,2019-11-1 03:00:00
47,"LINESTRING (127.33956557777778 36.33178946666666, 127.3476013235294 36.33215200000001)",8,2019-11-1 03:00:00
48,"LINESTRING (127.3476013235294 36.33215200000001, 127.35065159999999 36.331953999999996)",4,2019-11-1 03:00:00
49,"LINESTRING (127.35065159999999 36.331953999999996, 127.35604371428572 36.332401571428576)",3,2019-11-1 03:00:00
50,"LINESTRING (127.3318736666667 36.35692487500001, 127.32553573333335 36.35987726666667)",3,2019-11-1 03:00:00
51,"LINESTRING (127.32553573333335 36.35987726666667, 127.31842300000002 36.35938725)",2,2019-11-1 03:00:00
